Geneid	A1_S61_early_BHI_1	A2_S62_early_BHI_2	A3_S63_early_BHI_3	A7_S64_late_BHI_1	A8_S65_late_BHI_2	A9_S66_late_BHI_3	B1_S67_early_butyrate_1	B2_S68_early_Butyrate_2	B3_S69_early_Butyrate_3	B7_S70_late_Butyrate_1	B8_S71_late_Butyrate_2	B9_S72_late_Butyrate_3
cds-CAJ68135.1	48292	25204	8427	45442	5579	21008	33341	10270	12236	10542	28836	42399
cds-CAJ68136.1	12941	7296	2514	11380	1937	6852	8645	2954	3307	2864	8935	13355
cds-CAJ68137.1	3830	3444	4545	3436	3660	620	2605	3221	3270	3029	3887	2015
cds-CAJ68138.1	5754	5693	6412	4583	6263	2007	4301	6298	4438	5121	5911	4456
cds-CAJ68139.1	871	883	1023	843	959	292	800	1096	824	929	1451	874
cds-CAJ68140.1	14170	11477	14200	11794	12591	4482	10706	19862	13862	17629	20040	15119
cds-CAJ68141.1	632	634	489	330	357	70	266	299	186	315	212	183
cds-CAJ68142.1	60	77	66	54	79	33	23	39	30	34	35	60
cds-CAJ68143.1	7046	4208	4645	3495	2756	6374	3106	5673	3480	3862	4462	6253
cds-CAJ68144.1	408	231	202	128	75	20	62	1262	1045	1113	993	695
cds-CAJ68145.1	26214	21533	24876	16751	14930	4465	12819	12289	12831	15484	17474	10876
cds-CAJ68146.1	21	8	5	0	3	2	1	19	20	264	44	56
cds-CAJ68147.1	170	123	80	38	40	16	48	86	114	2722	336	814
cds-CAJ68148.1	384	262	250	252	244	305	209	204	166	404	254	160
cds-CAJ68149.1	235	213	244	296	214	156	150	429	320	774	680	274
cds-CAJ68150.1	1528	1369	1824	912	932	107	921	1586	1146	1410	1492	1109
cds-CAJ68151.1	54	55	37	49	20	5	36	398	410	278	402	420
cds-CAJ68152.1	444	350	452	277	225	46	234	496	484	618	509	327
cds-CAJ68153.1	0	1	0	1	1	0	0	6	30	100	21	48
cds-CAJ68154.1	1	1	0	1	1	0	2	6	6	68	8	25
cds-CAJ68155.1	86	85	22	98	44	32	32	101	90	108	127	190
cds-CAJ68156.1	654	485	662	407	374	276	354	621	463	1349	880	945
cds-CAJ68157.1	5	1	6	1	5	1	2	50	199	986	464	1345
cds-CAJ68158.1	21	7	7	4	11	9	4	37	35	129	102	44
cds-CAJ68159.1	393	497	830	973	1076	843	747	903	927	1270	2648	2104
cds-CAJ68160.1	999	965	1572	1995	1720	1459	1330	2864	2619	3192	6429	6135
cds-CAJ68161.1	8278	6378	7518	6287	5284	1671	4731	5987	3918	3805	6945	4464
cds-CAJ68162.1	7067	4559	4895	4364	4237	2081	3981	5576	5047	7740	6516	2404
cds-CAJ68163.1	274	174	157	164	154	12	87	210	219	173	235	144
cds-CAJ68164.1	7422	6048	4540	4315	4438	1052	4112	4313	4882	5134	4452	2179
cds-CAJ68165.1	1936	1432	842	1087	912	213	932	1317	1607	1863	1271	571
cds-CAJ68166.1	1064	855	596	571	507	111	568	932	694	743	684	435
cds-CAJ68167.1	9469	8452	6753	5868	6684	1555	6050	7538	7552	8369	6730	3146
cds-CD630_13100	218	270	143	152	189	43	137	530	444	381	471	216
cds-CAJ68092.2	1632	1512	1637	1254	1269	918	1159	4388	4207	4500	4333	2377
cds-CAJ68170.1	16664	13143	20933	14056	13370	5603	8865	20305	23358	24426	31414	24741
cds-CAJ68171.1	3940	3575	3847	2953	2620	780	2906	4132	3859	4628	3886	2377
cds-CAJ68172.1	3978	4241	7783	4490	5443	631	3479	6151	6386	5914	8796	5691
cds-CAJ68173.1	33	24	52	21	44	6	16	86	113	83	213	101
cds-CAJ68174.1	380	630	977	351	833	77	254	297	304	233	298	323
cds-CAJ68175.1	393	322	449	400	318	176	270	409	503	613	792	628
cds-CAJ68176.1	29671	26272	29014	24932	24866	4116	23852	22422	22746	24791	26830	16561
cds-CAJ68177.1	29	52	52	47	51	9	59	97	217	2531	556	716
cds-CAJ68178.1	1863	1483	1255	2278	1103	300	1879	3021	2584	9406	4244	3823
cds-CAJ68179.1	650	510	370	582	493	79	482	682	399	1602	700	481
cds-CAJ68180.1	7449	5411	5828	5445	4501	614	5996	5238	4114	14079	5631	4247
cds-CAJ68181.1	3254	2645	2833	2789	1860	289	2811	2377	1623	6980	2979	2045
cds-CAJ68182.1	2956	2661	2787	2284	2855	504	1735	3041	2625	3458	4319	1889
cds-CAJ68183.1	667	688	736	565	651	84	344	673	525	712	893	376
cds-CAJ68184.1	3838	3817	4845	3989	3931	594	2428	3505	3573	4409	4720	1762
cds-CAJ68185.1	1004	964	1252	1069	1003	237	642	1373	973	1377	1332	875
cds-CAJ68186.1	2646	1952	2016	1923	1911	1055	1886	2420	1727	2538	2505	2093
cds-CAJ68187.2	23375	21893	35545	20332	31859	13615	18359	26526	20499	28625	34437	23085
cds-CAJ68188.1	1159	1113	1573	2691	1571	1272	1555	3667	4492	3797	6727	5203
cds-CAJ68189.1	1452	1635	2044	1266	1324	496	984	2531	2668	3558	3092	2930
cds-CAJ68190.1	2573	2418	3144	1901	2206	482	1552	2331	2527	3857	2901	3188
cds-CAJ68191.1	647	630	1046	734	727	474	641	1262	1459	1478	2216	1766
cds-CAJ68192.1	3664	4048	6206	4069	4798	2370	3822	4844	4002	4687	6891	4686
cds-CAJ68193.1	59	59	79	129	64	32	88	417	316	294	488	353
cds-CAJ68194.1	477	403	497	566	420	114	504	851	833	1013	1051	507
cds-CAJ68195.1	235	138	182	278	147	101	167	839	766	613	1231	874
cds-CAJ68196.1	2130	1591	2192	2102	1597	823	1747	2155	2061	1771	2762	2002
cds-CAJ68197.1	17671	17437	33112	38366	49965	99154	39756	82855	82905	95600	187641	158803
cds-CAJ68198.1	797	747	892	953	824	296	681	1911	1827	1735	2554	1923
cds-CAJ68199.1	957	863	918	809	823	343	700	1444	1390	1381	2058	1487
cds-CAJ68200.2	381	316	379	313	335	151	330	1333	1428	1268	1806	1576
cds-CAJ68201.1	2582	2511	3221	1962	2270	540	1838	3728	2731	2513	3541	1820
cds-CAJ68202.1	528	371	436	508	256	86	329	783	596	685	849	507
cds-CAJ68203.1	44	33	12	30	29	4	14	36	51	30	40	28
cds-CAJ68204.1	71	53	43	39	64	8	46	200	100	155	185	201
cds-CAJ68205.1	223	249	261	200	212	24	155	856	719	829	706	607
cds-CAJ68206.1	36	44	40	36	30	0	34	258	354	304	250	322
cds-CAJ68207.1	45	46	114	24	97	10	38	86	108	54	85	46
cds-CAJ68208.1	59	61	97	61	91	45	55	104	114	128	144	93
cds-CAJ68209.1	129	93	155	124	102	26	115	117	148	191	110	57
cds-CAJ68210.1	231	204	225	225	127	81	132	635	775	566	2241	1643
cds-CAJ68211.1	1755	1555	2037	2282	1993	8889	1922	2080	2083	2033	24814	17359
cds-CAJ68212.1	4	1	2	7	10	6	7	15	13	277	31	68
cds-CAJ68213.1	5166	9387	10580	4481	8910	4913	3274	4141	2916	2442	4129	3604
cds-CAJ68214.2	440	656	996	715	957	596	402	1355	1569	1554	1907	1728
cds-CAJ68215.1	1404	2085	4276	1544	2611	467	1492	8387	6909	5269	7669	7303
cds-CAJ68216.1	33	52	52	49	34	10	45	364	435	376	611	614
cds-CAJ68217.1	85	42	31	115	49	58	80	329	248	382	578	381
cds-CAJ68218.1	210	177	210	194	145	66	133	115	100	134	268	225
cds-CAJ68219.1	0	0	0	0	0	0	0	0	0	0	4	0
cds-CAJ68220.1	0	0	0	2	0	0	0	0	7	9	6	22
cds-CAJ68221.1	6	0	2	9	1	2	1	4	2	18	10	13
cds-CAJ68222.1	19	17	14	44	18	25	18	8	12	17	10	20
cds-CAJ68223.1	8	1	2	4	2	7	4	2	0	9	0	0
cds-CAJ68224.1	10	4	0	5	4	4	2	8	4	10	8	6
cds-CAJ68225.1	0	0	1	0	2	0	0	1	0	0	0	0
cds-CAJ68226.1	54	44	44	65	26	90	52	54	51	71	40	44
cds-CAJ68227.1	5	2	1	13	9	9	6	23	17	18	16	25
cds-CAJ68228.1	67	37	20	63	44	88	33	33	57	69	86	37
cds-CAJ68229.1	5	3	2	6	1	8	4	6	1	8	0	3
cds-CAJ68230.1	7	7	0	18	2	7	11	1	4	17	3	0
cds-CAJ68231.1	6	3	4	17	6	10	12	4	7	8	2	3
cds-CAJ68232.1	2	2	0	3	4	6	0	4	1	6	4	16
cds-CAJ68233.1	18	10	3	16	10	22	10	21	16	38	17	9
cds-CAJ68234.1	403	229	230	303	215	227	224	448	385	1077	619	446
cds-CAJ68235.1	6	3	0	0	3	5	3	2	5	12	0	0
cds-CAJ68236.1	0	0	0	2	2	2	0	1	3	8	6	4
cds-CAJ68237.1	2396	2572	3484	2344	2626	467	2114	2573	1760	2830	3020	1608
cds-CAJ68238.1	379	265	200	560	264	284	200	2978	2374	2244	4276	3601
cds-CAJ68239.1	12	12	27	17	15	7	30	56	135	100	96	84
cds-CAJ68240.1	6	6	12	5	2	4	5	118	281	144	223	268
cds-CAJ68241.1	514	459	629	714	556	501	632	734	1159	1147	1863	2001
cds-CAJ68242.2	931	800	1204	1356	1632	557	807	966	853	2776	1864	1069
cds-CAJ68243.1	105	83	158	159	235	45	85	99	153	273	261	123
cds-CAJ68244.1	339	400	446	391	471	314	230	448	363	552	595	537
cds-CAJ68245.1	1527	1367	2054	1776	1789	648	1447	1469	1281	1172	1671	1876
cds-CAJ68246.1	388	462	2381	717	1508	59	634	676	322	327	312	65
cds-CAJ68247.1	693	847	4214	1406	2705	123	1421	3000	964	1204	742	285
cds-CAJ68248.1	340	320	1657	544	947	82	535	1721	829	752	658	156
cds-CAJ68249.1	261	311	1583	419	1020	88	470	708	270	277	303	169
cds-CAJ68250.3	1033	828	1079	938	984	185	641	817	1153	1113	1411	1320
cds-CAJ68251.1	24	16	30	12	34	7	24	46	23	38	94	75
cds-CAJ68252.1	74	47	82	34	92	23	43	119	79	110	213	108
cds-CAJ68253.1	110	94	98	176	117	53	93	269	298	318	492	457
cds-CAJ68254.1	224	172	313	171	270	126	132	448	414	335	718	1085
cds-CAJ68255.1	487	438	582	280	447	87	415	518	452	824	1038	2471
cds-CAJ68256.1	755	828	1075	825	797	162	709	913	1021	917	1200	943
cds-CAJ68257.1	136	91	79	146	77	91	108	255	448	686	581	836
cds-CAJ68258.1	3850	2808	3095	3210	2009	454	2991	2808	2346	5820	3681	2703
cds-CAJ68259.1	123	81	113	83	73	57	116	189	309	3728	855	1253
cds-CAJ68260.1	65	106	132	73	82	34	223	391	724	12886	2186	3174
cds-CAJ68261.1	21	39	37	69	71	18	43	294	203	171	267	346
cds-CAJ68262.1	768	668	814	819	674	405	598	1232	1309	1377	1985	1435
cds-CAJ68263.1	38	29	9	60	9	17	15	1078	1014	1762	1690	1292
cds-CAJ68264.1	78	44	73	69	39	15	53	236	387	1623	654	566
cds-CAJ68265.1	1544	1048	1166	1656	1088	292	1240	1886	1938	8452	3252	2767
cds-CAJ68266.1	35992	34478	54034	57610	60468	95447	56469	67785	42042	94183	111553	52152
cds-CAJ68267.1	5259	5218	8380	8208	8552	14694	8059	13213	10279	16763	24926	11518
cds-CAJ68268.1	2721	2267	3237	2403	2130	668	1908	3819	4142	3641	5117	3656
cds-CAJ68269.1	576	460	509	461	421	118	328	1226	1781	1291	1977	1475
cds-CAJ68270.1	777	605	623	910	592	87	668	2249	3396	1347	1099	1084
cds-CAJ68271.1	2216	2001	2058	1893	1544	27	1771	2889	4116	1364	403	260
cds-CAJ68272.1	3008	2985	3462	2926	3751	441	2785	4010	3584	3686	4072	2094
cds-CAJ68273.1	257	283	256	376	292	39	207	1280	1285	1279	1549	802
cds-CAJ68274.1	1004	624	821	975	684	267	552	970	1240	1122	1787	2462
cds-CAJ68275.1	310	225	351	365	287	177	235	437	386	416	661	451
cds-CAJ68276.1	306	226	493	287	321	136	297	491	596	747	669	1113
cds-CAJ68277.1	1905	1662	1659	1430	1340	183	1338	1406	1505	1947	2084	1437
cds-CAJ68278.1	14	34	34	18	16	8	9	54	262	94	156	186
cds-CAJ68279.1	0	0	2	2	0	2	0	18	48	471	131	135
cds-CAJ68280.1	75	74	184	113	110	504	40	109	132	414	305	545
cds-CAJ68281.1	238	236	229	351	264	99	198	574	590	888	850	799
cds-CD630_14181	14	9	15	17	14	4	7	103	151	140	203	203
cds-CAJ68283.1	23	22	44	34	39	50	30	576	454	472	1745	1988
cds-CAJ68284.1	1227	1010	1391	1433	1196	1488	1254	2544	3175	2361	5036	3966
cds-CAJ68285.1	249	172	188	271	62	16	145	815	814	697	771	438
cds-CAJ68286.1	2212	1523	1584	1290	830	168	1375	2724	2208	2323	2479	1399
cds-CAJ68287.1	55	31	45	55	36	15	35	202	197	242	333	235
cds-CAJ68288.1	23	20	9	36	17	8	18	102	119	120	118	150
cds-CAJ68289.1	771	1150	2030	3201	2941	15832	2365	1198	815	868	1473	3459
cds-CAJ68290.1	958	836	1216	1040	1047	844	839	909	875	1825	1572	1632
cds-CD630_14260	287	303	616	413	687	1063	269	934	1289	1853	2530	1670
cds-CAJ68292.1	44	23	15	41	22	15	13	275	256	562	288	359
cds-CAJ68293.1	0	2	0	3	2	0	1	3	2	0	0	3
cds-CAJ68294.1	16	29	40	25	39	6	14	59	62	66	81	144
cds-CAJ68295.1	10	4	8	2	5	0	19	76	152	2750	538	782
cds-CAJ68296.1	359	284	394	360	271	65	251	624	579	628	942	852
cds-CAJ68297.2	151	91	166	102	131	18	66	125	127	73	156	144
cds-CAJ68298.1	569	384	226	129	94	258	437	254	810	1865	719	1380
cds-CAJ68299.1	80	89	124	129	113	93	30	597	577	395	1362	733
cds-CAJ68300.1	452	414	306	315	273	90	163	618	665	458	892	502
cds-CAJ68301.1	1778	1271	1331	918	982	347	716	2650	2489	2270	2828	2443
cds-CD630_14370	2490	2096	2130	1266	1539	653	1059	1541	1389	1416	1936	1286
cds-CAJ68303.1	49	38	58	69	38	8	30	1151	845	915	1685	1339
cds-CAJ68304.1	65	124	186	182	160	29	65	520	318	404	660	384
cds-CAJ68305.1	2100	1714	2954	1653	2537	396	950	2578	1504	2343	2862	1716
cds-CAJ68306.1	2518	2598	3411	2573	3024	1013	2011	1863	1493	2506	3470	3594
cds-CAJ68307.1	192	189	161	193	191	112	103	118	73	85	74	170
cds-CAJ68308.1	201	188	130	223	154	45	190	265	192	193	271	166
cds-CAJ68309.1	657	557	467	527	567	139	537	783	646	675	807	612
cds-CAJ68310.1	2513	2021	1692	1751	1620	490	1899	1876	1124	1451	1823	1120
cds-CAJ68311.1	1547	1323	1029	1090	1184	325	1041	1711	1186	1226	1499	1111
cds-CAJ68312.1	160	146	126	140	132	21	133	739	577	405	733	507
cds-CAJ68313.1	53	44	24	36	24	23	25	586	377	267	506	508
cds-CAJ68314.1	4109	3618	3336	2902	2741	1193	3286	2813	2223	2610	2788	1669
cds-CAJ68315.1	4375	3832	3520	2961	3125	1244	2829	2831	1998	2045	2832	1764
cds-CAJ68316.1	1219	944	886	957	791	365	856	1174	875	948	1251	818
cds-CAJ68317.1	598	529	543	447	450	150	389	843	465	550	726	505
cds-CAJ68318.1	3580	3385	4157	2493	3431	1927	2859	2763	1544	1715	1853	1706
cds-CAJ68319.2	5920	4921	5334	5185	3610	2777	5006	7263	7659	6993	10656	6953
cds-CAJ68320.1	4604	4892	5457	3656	5039	3392	3647	3713	3113	3471	3868	3482
cds-CAJ68321.1	232	233	193	132	161	68	98	125	88	183	139	61
cds-CAJ68322.1	456	541	689	397	685	201	399	777	837	853	1412	1294
cds-CAJ68323.1	606	636	894	660	862	261	532	952	733	1248	1336	1535
cds-CAJ68324.1	85	72	87	152	164	179	71	3407	2357	2175	5023	4570
cds-CAJ68325.1	410	340	659	884	659	833	433	1760	1807	2683	3848	2938
cds-CAJ68326.1	324	249	489	458	384	473	275	1134	1114	1104	2484	2073
cds-CAJ68327.1	337	214	302	339	290	414	228	832	744	704	1425	961
cds-CAJ68328.1	78	56	80	88	103	272	65	211	148	267	196	111
cds-CAJ68329.1	64	55	50	49	49	37	37	146	81	159	139	92
cds-CAJ68330.1	125	95	123	92	104	40	58	180	176	225	264	166
cds-CAJ68331.1	212	174	167	154	140	39	138	188	220	324	294	154
cds-CAJ68332.1	310	273	300	304	230	26	236	706	784	1019	920	740
cds-CAJ68333.1	2699	3014	5980	3478	6273	2581	2667	5192	4122	4064	8492	8444
cds-CAJ68334.1	27472	22701	29618	26109	23725	10044	25028	56940	36160	33926	46300	22530
cds-CAJ68335.1	6	6	1	4	1	2	0	101	89	95	100	93
cds-CAJ68336.1	2156	1698	2548	1460	1693	360	1480	3011	2484	3110	3353	2382
cds-CAJ68337.1	69	67	72	63	90	46	55	230	196	268	372	412
cds-CAJ68338.1	405	285	394	367	318	140	217	1035	834	1009	1366	971
cds-CAJ68339.1	49918	45141	72636	31984	72421	141137	25140	55919	37275	34192	42201	17464
cds-CAJ68340.2	988	637	650	527	396	194	256	951	768	651	843	1182
cds-CAJ68341.1	1433	972	962	2050	1143	360	1114	2328	2544	2580	4272	8192
cds-CAJ68342.1	18	11	4	2	6	8	9	6	17	7	4	1166
cds-CAJ68343.1	332	136	63	29	52	35	80	40	28	47	16	4730
cds-CAJ68344.1	12156	5681	3238	3792	2551	2212	6038	2622	2179	3694	1787	297590
cds-CAJ68345.1	1317	542	354	263	268	201	546	237	228	293	157	24822
cds-CAJ68346.2	1409	1246	1381	1316	1352	432	1223	1392	747	869	1285	1584
cds-CAJ68347.1	472	349	402	489	410	146	379	1221	727	694	1065	1173
cds-CAJ68348.1	1158	971	1107	1224	1168	368	1231	1459	1009	840	1516	1431
cds-CAJ68349.1	1676	1697	2645	3767	4043	6183	2818	8302	6540	4318	11986	6396
cds-CAJ68350.1	96	46	31	16	0	7	68	216	363	356	412	2065
cds-CAJ68351.1	14	16	10	10	26	26	9	79	150	303	172	184
cds-CAJ68352.1	22	8	5	13	19	14	8	17	24	104	28	35
cds-CAJ68353.1	126	117	126	98	81	8	82	105	103	105	101	97
cds-CAJ68354.1	73	81	60	37	38	2	49	110	80	66	77	59
cds-CAJ68355.1	366	356	273	276	163	82	342	319	183	251	308	111
cds-CAJ68356.1	596	611	392	446	304	132	491	768	489	469	753	394
cds-CAJ68357.1	462	461	714	1798	967	843	951	2423	2499	1296	3907	2636
cds-CAJ68358.1	22	11	28	66	45	39	29	97	104	52	178	140
cds-CAJ68359.2	2726	2948	3853	1807	3123	1041	1741	2875	1926	2056	3071	1803
cds-CAJ68360.1	3430	3605	4887	2149	3107	1565	2158	3801	2985	3607	4741	2242
cds-CAJ68361.1	4412	4428	8242	3198	6060	2122	3031	8586	8031	6599	9405	5606
cds-CAJ68362.1	42	111	122	164	190	31	76	208	130	148	221	157
cds-CAJ68363.1	1300	1938	2127	3335	2690	7454	4834	2984	1744	3861	4652	3247
cds-CAJ68364.3	5486	4649	5882	3435	3629	2559	3411	4917	4358	4608	5644	3734
cds-CAJ68365.1	15641	12322	19374	13164	12384	5229	8267	19255	22545	23488	30236	23462
cds-CAJ68366.1	1601	1500	1733	910	983	187	959	869	913	881	1184	698
cds-CAJ68367.1	10	0	8	6	16	0	15	20	26	11	25	18
cds-CAJ68368.1	18	4	5	7	7	0	2	244	166	108	275	211
cds-CAJ68369.1	4	2	4	5	7	0	0	180	137	161	226	231
cds-CAJ68370.1	1414	586	201	436	82	20	634	505	434	1066	392	306
cds-CAJ68371.1	43	21	58	70	97	25	81	54	40	116	88	47
cds-CAJ68372.1	5	3	2	4	12	3	8	17	13	21	11	7
cds-CAJ68373.1	76	62	65	198	128	15	179	140	136	246	248	111
cds-CAJ68374.1	5	9	8	12	15	2	17	101	105	174	145	114
cds-CAJ68375.1	1259	1296	3439	2148	3969	8365	1741	2623	2760	4618	5944	6387
cds-CAJ68376.1	162	142	160	428	258	34	512	921	2923	27903	7557	9941
cds-CCA62823.1	41	46	15	144	91	32	73	239	213	370	291	378
cds-CAJ68377.1	172	165	333	168	1614	1265	130	1242	1464	911	3177	1345
cds-CAJ68378.1	121	121	225	142	1313	780	100	727	711	447	1712	736
cds-CAJ68379.1	41	38	82	62	240	132	31	716	1129	680	2096	1022
cds-CAJ68380.1	1624	1293	1306	2377	1758	961	1923	4332	5487	5239	11201	7857
cds-CCA62824.1	0	1	0	0	6	2	4	22	12	10	29	76
cds-CAJ68381.1	24	24	44	39	20	38	17	546	861	413	1383	1135
cds-CAJ68382.1	3165	2079	3095	3010	3355	1380	2392	5729	5365	6010	7779	4100
cds-CAJ68383.1	436	297	385	381	421	158	261	428	306	349	447	262
cds-CAJ68384.1	8	8	16	24	8	14	12	381	213	247	414	183
cds-CAJ68385.1	160	164	190	204	138	79	138	245	190	181	343	336
cds-CAJ68386.1	2917	3504	5748	2641	4809	881	2670	2901	1954	2510	3428	2906
cds-CAJ68387.1	5173	6406	12330	3331	7985	5411	3136	8190	5044	4730	5584	5333
cds-CAJ68388.1	1646	1184	1434	1543	1482	583	1417	2410	2771	3007	3810	2711
cds-CAJ68389.1	52246	47560	76427	33556	76492	138462	26368	59932	40437	36757	46054	19257
cds-CAJ68390.1	1031	817	1195	792	1039	713	563	1702	1427	1180	1634	383
cds-CAJ68391.1	1658	1830	2672	2285	2925	1361	1769	3300	2632	1959	3201	2105
cds-CAJ68392.1	11222	8719	11194	8969	7363	1481	7431	11306	10420	12192	14410	12711
cds-CAJ68393.1	5129	4505	5995	3811	4199	650	3276	4105	4144	4698	5222	4376
cds-CAJ68394.1	8841	7214	9286	6465	6432	878	5565	8229	8762	10039	12715	9232
cds-CAJ68395.1	324	179	130	214	132	17	168	484	322	240	358	473
cds-CAJ68396.1	46	39	27	55	20	1	34	188	246	301	287	254
cds-CAJ68397.1	63	34	42	44	36	4	30	49	42	114	77	98
cds-CAJ68398.1	27	6	5	17	10	0	10	89	104	192	219	206
cds-CAJ68399.1	992	919	1353	1194	1283	643	965	1143	996	1305	1982	1620
cds-CAJ68400.1	2866	2368	3107	3131	2664	736	3003	4163	3444	3174	5940	5750
cds-CAJ68401.1	3256	4447	6298	6879	9714	7364	7752	15350	11992	16463	29482	19453
cds-CAJ68402.1	10636	11426	18252	16660	26320	18769	19295	26366	18784	25478	49691	32846
cds-CAJ68403.1	428	375	483	790	652	433	484	5217	4386	3675	7520	4448
cds-CAJ68404.1	48	57	52	50	64	15	50	93	34	54	72	50
cds-CAJ68405.1	5	10	14	15	3	0	3	58	52	53	67	61
cds-CAJ68406.1	5941	6025	7721	4706	7478	2654	3691	7832	7659	10510	9597	4329
cds-CAJ68407.1	3164	3038	3539	2296	3202	1034	1517	4924	5235	6105	6914	3486
cds-CAJ68408.1	61	51	58	23	28	41	24	125	110	501	180	204
cds-CAJ68409.1	376	293	410	1093	651	3152	1027	2307	2883	2831	4033	3227
cds-CAJ68410.1	68	72	151	242	391	204	61	7174	5490	4506	10342	7050
cds-CAJ68411.1	2030	2186	5102	9605	9525	11746	1810	26890	14653	14654	35532	26712
cds-CCA62825.1	24	34	61	40	60	77	12	149	766	238	729	597
cds-CAJ68412.1	95	185	500	277	375	26	111	315	350	341	406	354
cds-CAJ68413.1	513	710	2529	1183	1741	203	353	451	488	518	844	757
cds-CAJ68414.1	58	124	314	232	225	108	62	549	437	464	979	1076
cds-CAJ68415.1	389	563	2135	965	1502	570	330	559	433	488	883	1128
cds-CAJ68416.1	365	570	1852	901	1473	458	257	484	473	466	1045	1111
cds-CAJ68417.1	417	593	2127	1069	1703	997	312	443	465	481	907	847
cds-CAJ68418.1	17	67	154	78	163	72	12	43	27	34	89	94
cds-CAJ68419.1	296	526	2351	1034	2189	1320	298	743	618	694	1309	1603
cds-CAJ68420.2	2228	2228	4310	2179	2711	1350	1419	2887	2454	5510	3758	3380
cds-CAJ68421.1	408	597	774	619	939	229	329	488	638	1087	685	653
cds-CAJ68422.1	645	729	774	735	1010	174	434	1031	1018	2031	1317	1009
cds-CAJ68423.1	299	426	387	345	488	99	197	168	185	436	222	231
cds-CAJ68424.1	112	118	48	105	85	17	32	399	501	911	556	600
cds-CAJ68425.1	247	242	165	374	249	47	142	1055	1160	2406	1794	1557
cds-CAJ68426.1	1772	1652	1556	1500	1444	414	1198	1263	1097	2611	1871	1682
cds-CAJ68427.1	408	359	503	323	429	61	238	572	722	921	996	909
cds-CAJ68428.1	14	4	0	6	7	0	13	74	69	112	111	95
cds-CAJ68429.1	187	160	175	130	265	53	152	166	114	187	101	216
cds-CAJ68430.1	593	451	493	367	517	98	423	533	374	635	432	760
cds-CAJ68431.1	38	14	10	24	28	12	32	37	49	1581	257	444
cds-CAJ68432.1	829	660	832	725	636	2688	474	2016	1168	2433	1860	703
cds-CAJ68433.1	52	48	55	50	82	38	41	209	233	295	318	195
cds-CAJ68434.3	1634	1329	1633	1062	1209	1150	934	933	870	1100	1345	1075
cds-CAJ68435.1	518	408	455	424	304	116	431	344	405	379	460	399
cds-CAJ68436.1	15247	11756	18346	12716	11889	4997	8084	18367	21626	23045	29255	22381
cds-CAJ68437.1	229	144	109	141	126	10	119	167	253	316	315	239
cds-CAJ68438.1	267	221	210	417	217	82	373	721	691	861	1058	806
cds-CAJ68439.1	2	0	2	0	0	0	2	2	13	134	16	27
cds-CAJ68440.1	503	501	463	586	436	147	355	638	445	888	673	627
cds-CAJ68441.1	5931	3924	4447	4240	3580	1905	3650	6276	4335	10758	8123	4891
cds-CAJ68442.1	53	46	46	67	40	8	28	272	401	807	621	526
cds-CAJ68443.1	42	75	44	41	15	15	24	87	252	362	414	437
cds-CAJ68444.1	62	36	42	22	8	102	24	7	97	36	160	106
cds-CAJ68445.1	40	54	32	17	23	195	68	83	40	46	69	163
cds-CAJ68446.1	1901	1566	2210	2440	2062	527	1608	2270	1683	1555	2780	1405
cds-CAJ68447.1	1112	988	1227	884	894	725	618	758	820	667	1367	1437
cds-CAJ68448.1	1529	1901	2172	1440	1300	381	1148	1141	1380	1860	2271	2661
cds-CAJ68449.2	29	38	30	19	45	130	22	96	32	32	157	122
cds-CAJ68450.1	22	25	35	19	38	134	43	154	102	70	160	173
cds-CAJ68451.1	6	11	3	3	2	53	11	36	38	20	86	80
cds-CAJ68452.1	31	8	8	29	20	270	38	83	30	70	98	102
cds-CAJ68453.1	28	20	32	48	32	383	30	33	22	28	91	76
cds-CAJ68454.1	50	12	38	44	42	512	30	26	18	34	42	60
cds-CAJ68455.1	11945	13652	20132	32388	29458	24606	11618	25238	25151	29284	35868	42441
cds-CAJ68456.1	295	245	218	351	270	115	265	162	306	195	265	118
cds-CAJ68457.1	367	226	140	296	230	64	177	177	207	152	119	113
cds-CAJ68458.1	208	173	77	169	74	28	106	38	55	84	82	61
cds-CAJ68459.1	174447	82655	3349	148287	886	1868	83317	367	12036	5895	34314	28543
cds-CAJ68460.2	214178	96146	5847	175082	1630	3690	100416	771	14190	7998	43529	43188
cds-CCA62826.1	62328	26326	2038	45910	667	1696	27057	528	7383	4747	19649	22065
cds-CAJ68461.1	6625	4083	2038	6580	2032	1107	4938	2186	5490	2826	9564	6796
cds-CAJ68462.1	8	2	24	22	24	12	10	139	227	146	324	194
cds-CAJ68463.1	0	0	0	0	0	0	0	8	0	3	4	4
cds-CAJ68464.1	14	26	26	13	32	27	9	21	22	28	30	32
cds-CAJ68465.1	16	22	88	47	72	60	22	38	18	22	60	26
cds-CAJ68466.1	16	24	56	22	57	40	11	76	32	47	68	51
cds-CAJ68467.1	35	62	111	48	157	43	34	125	66	129	118	91
cds-CAJ68468.1	67	57	149	48	143	32	65	255	227	445	281	179
cds-CAJ68469.1	39	21	47	31	64	14	47	125	184	220	151	74
cds-CAJ68470.1	9	6	24	25	24	3	25	25	26	46	44	18
cds-CAJ68471.1	0	0	0	0	2	0	2	0	3	2	2	0
cds-CAJ68472.1	6	8	22	7	2	8	4	22	11	40	94	55
cds-CAJ68473.1	0	2	2	1	0	0	0	22	34	65	56	80
